20190101,1
20190102,1
20190103,2
20190104,2
20190105,0
20190106,3
20190107,2
20190108,1
20190109,2
20190110,4
20190111,5
20190112,5
20190113,6
20190114,6
20190115,-2
20190116,2
20190117,5
20190118,6
20190119,4
20190120,5
20190121,9
20190122,10
20190123,10
20190124,5
20190125,5
20190126,5
20190127,7
20190128,6
20190129,6
20190130,3
20190131,2
